customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1632,Orbadiah,Kennicott,Male,43,8/12/1985,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3
3519,Aldus,Kenningley,Male,16,5/21/1978,Software Consultant,Manufacturing,Mass Customer,N,Yes,11
1690,Torey,Kensall,Male,6,12/19/1988,Food Chemist,Health,Affluent Customer,N,Yes,16
1703,Nerita,Keppie,Female,14,4/1/1991,Product Engineer,Telecommunications,Mass Customer,N,Yes,3
1605,Latrena,Ker,Female,72,3/1/1988,Unspecified,n/a,Affluent Customer,N,No,9
997,Ambros,Kernes,Male,30,7/3/1981,Teacher,Telecommunications,Mass Customer,N,Yes,13
828,Darda,Kernocke,Female,93,12/14/1957,Unspecified,Health,Mass Customer,N,Yes,20
2395,Ashlin,Kesby,Male,23,2/26/1966,Executive Secretary,n/a,High Net Worth,N,No,16
3862,Casey,Kett,Female,1,9/22/1996,Structural Engineer,Health,Mass Customer,N,No,4
290,Giorgio,Kevane,U,42,,Senior Sales Associate,IT,Mass Customer,N,No,
3256,Collen,Kew,Female,76,2/6/1986,Professor,Financial Services,Affluent Customer,N,No,6
1250,Jacklyn,Kewley,Female,42,11/2/2001,Help Desk Technician,Manufacturing,Mass Customer,N,No,1
19,Sorcha,Keyson,Female,76,4/15/2001,Geological Engineer,Manufacturing,High Net Worth,N,No,1
1327,Sarita,Khosa,Female,57,11/25/1995,Director of Sales,Property,Affluent Customer,N,No,6
894,Catie,Kibbey,Female,13,12/18/1970,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9
3058,Hamnet,Kibblewhite,Male,67,10/10/1986,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16
74,Pansy,Kiddie,Female,94,6/19/1969,Unspecified,n/a,Mass Customer,N,Yes,6
2589,Alvera,Kiddle,Female,42,8/2/1965,Unspecified,n/a,High Net Worth,N,No,8
2516,Zoe,Kiddye,Female,42,5/27/1967,Registered Nurse,Health,Mass Customer,N,No,19
3975,Dianemarie,Kidgell,Female,2,8/11/1971,Administrative Assistant I,Entertainment,Affluent Customer,N,No,18
268,Kacie,Kidston,Female,60,10/18/1978,Chemical Engineer,Manufacturing,Mass Customer,N,No,10
2147,Franzen,Kielty,Male,42,11/4/1998,Engineer IV,n/a,High Net Worth,N,Yes,1
3141,Esmaria,Kiernan,Female,92,11/4/1995,Associate Professor,Retail,Mass Customer,N,Yes,3
775,Nikita,Kilby,Male,66,9/21/1982,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4
1269,Ravid,Kilgallon,Male,56,8/25/1990,Account Coordinator,Property,High Net Worth,N,Yes,7
2233,Cassi,Killingworth,Female,49,9/4/1973,Sales Associate,n/a,Mass Customer,N,Yes,8
3041,Sherrie,Kingaby,Female,20,3/12/1974,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,11
328,Bernice,Kings,Female,87,4/11/1991,Senior Developer,Manufacturing,Mass Customer,N,No,12
2524,Rustie,Kingsland,Male,84,5/29/1969,Help Desk Technician,Retail,Mass Customer,N,Yes,8
2144,Maureene,Kingstne,Female,12,4/11/1978,Office Assistant IV,Property,Mass Customer,N,Yes,9
3529,Austine,Kinny,Female,37,11/23/1960,Structural Analysis Engineer,IT,High Net Worth,N,Yes,16
3040,Kameko,Kinrade,Female,87,11/28/1966,General Manager,Retail,Mass Customer,N,No,5
3591,Dwight,Kinsey,Male,15,10/28/1978,Accountant III,Financial Services,Mass Customer,N,No,10
665,Chan,Kirckman,Male,82,4/19/1997,Human Resources Assistant I,n/a,Mass Customer,N,No,5
1730,Tildi,Kirkup,Female,29,12/21/1985,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20
2446,Lovell,Kiss,Male,33,9/7/1956,Unspecified,Retail,Affluent Customer,N,No,17
1865,Isabelita,Kitchener,Female,35,12/24/1997,Office Assistant III,n/a,Mass Customer,N,No,3
2543,Horacio,Kitchin,Male,41,6/3/1999,Web Developer III,n/a,Affluent Customer,N,No,2
14,Rayshell,Kitteman,Female,85,3/25/1983,Account Executive,Financial Services,Affluent Customer,N,No,6
1432,Hiram,Kittiman,Male,70,11/26/1998,Tax Accountant,Argiculture,High Net Worth,N,Yes,2
1363,Boniface,Kivelhan,Male,7,10/16/1961,Associate Professor,Financial Services,Mass Customer,N,No,18
573,Maurits,Kix,Male,39,3/7/1994,General Manager,n/a,Mass Customer,N,No,2
3665,Toma,Klaaasen,Female,19,3/23/1989,Dental Hygienist,Health,Mass Customer,N,No,6
1592,Thorin,Klagges,Male,21,8/4/1986,Software Test Engineer III,n/a,Mass Customer,N,Yes,14
2466,Araldo,Klamp,Male,62,10/4/1980,Software Test Engineer IV,Entertainment,High Net Worth,N,No,16
27,Garvin,Klees,Male,37,9/25/1978,Research Nurse,Health,Mass Customer,N,Yes,12
552,Hilly,Kleinmann,Male,66,9/9/1978,Geological Engineer,Manufacturing,High Net Worth,N,Yes,20
3146,Fredrika,Kleinmintz,Female,79,1/28/1978,Project Manager,Property,Mass Customer,N,No,15
3192,Illa,Klemenz,Female,37,9/18/1968,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16
3059,Hercules,Klewi,Male,83,6/9/1958,Accountant IV,n/a,Mass Customer,N,No,17
3867,Carmelia,Klimentyonok,Female,14,10/9/1998,Geologist II,IT,Mass Customer,N,Yes,1
3816,Farra,Klimkiewich,Female,93,10/26/1969,Safety Technician I,Property,Mass Customer,N,Yes,18
3679,Murielle,Klimkov,Female,72,5/5/1992,Developer II,n/a,High Net Worth,N,No,6
470,Darbee,Klimowicz,Male,22,12/19/2001,Internal Auditor,Retail,Mass Customer,N,No,1
757,Kinsley,Klimus,Male,91,5/13/1977,Environmental Tech,Financial Services,Mass Customer,N,No,18
3142,Hubert,Kliner,Male,98,8/4/1992,Electrical Engineer,Manufacturing,Mass Customer,N,No,6
1423,Tiphanie,Klossek,Female,51,6/17/1959,Project Manager,Manufacturing,Mass Customer,N,No,19
1959,Arlen,Klossek,Male,3,9/18/1978,Director of Sales,Health,Mass Customer,N,Yes,16
3712,Esmeralda,Klousner,Female,22,7/12/1957,Recruiting Manager,Financial Services,Mass Customer,N,No,19
3189,Abbott,Knaggs,Male,40,3/1/1963,Environmental Specialist,Financial Services,Mass Customer,N,No,11
3198,Dur,Knappen,Male,66,8/2/1997,Media Manager III,Manufacturing,Mass Customer,N,Yes,1
539,Hobie,Knappett,Male,53,8/10/1975,Unspecified,Health,High Net Worth,N,No,15
627,Shanta,Knill,Female,24,9/24/1970,Unspecified,n/a,High Net Worth,N,No,10
2768,Forest,Knowling,Male,86,9/26/1995,Executive Secretary,Manufacturing,Mass Customer,N,No,3
2911,Janenna,Knowlman,Female,55,4/26/1968,Assistant Media Planner,Entertainment,Mass Customer,N,No,11
2609,Genvieve,Kobes,Female,17,12/18/1964,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14
232,Zaria,Koeppke,Female,94,11/11/1987,Professor,Retail,Mass Customer,N,No,12
484,Mason,Kohrsen,Male,64,4/24/1974,Programmer IV,Manufacturing,Mass Customer,N,No,22
2062,Guillermo,Kolakovic,Male,67,8/19/1976,Junior Executive,Retail,Mass Customer,N,No,18
3317,Ric,Kondrachenko,Male,35,7/8/1970,Actuary,Financial Services,Mass Customer,N,Yes,11
2190,Maressa,Kondrachenko,Female,77,4/17/1979,Unspecified,IT,Affluent Customer,N,No,13
1804,Matelda,Kordas,Female,91,3/28/1963,Product Engineer,Property,Affluent Customer,N,No,4
3634,Clemence,Kornas,Female,35,6/1/1963,Speech Pathologist,n/a,High Net Worth,N,Yes,15
767,Gustav,Kos,Male,70,12/16/1955,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11
2620,Henderson,Koubek,Male,26,4/30/1999,Civil Engineer,Manufacturing,Mass Customer,N,No,1
2490,Clint,Krause,Male,28,10/1/1987,Unspecified,Health,Mass Customer,N,Yes,5
3391,Terrel,Kreuzer,Male,93,6/23/1991,Unspecified,Manufacturing,Mass Customer,N,No,7
3968,Alexandra,Kroch,Female,99,12/22/1977,Unspecified,Property,High Net Worth,N,No,22
2255,Iorgo,Krol,Male,92,7/11/1992,Dental Hygienist,Health,Affluent Customer,N,Yes,5
255,Keeley,Kruger,Female,2,1/15/1954,Desktop Support Technician,IT,Mass Customer,N,No,5
2253,Gracie,Kubacki,Female,28,2/8/1959,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,13
695,Kevan,Kubal,Male,36,11/30/1977,Engineer II,Health,High Net Worth,N,No,11
3692,Linea,Kubica,Female,47,11/5/1961,Business Systems Development Analyst,n/a,High Net Worth,N,Yes,6
1969,Dimitry,Kunkler,Male,54,7/6/1961,Teacher,IT,Mass Customer,N,Yes,19
1593,Tommy,Kupisz,Female,69,10/11/1979,Tax Accountant,IT,Mass Customer,N,No,17
994,Rhetta,Kupker,Female,62,11/14/1977,Librarian,Entertainment,Affluent Customer,N,Yes,5
1788,Anna-diana,Kurten,Female,79,8/10/1964,Account Representative IV,Financial Services,High Net Worth,N,Yes,10
3022,Gert,Kurtis,Female,21,8/23/1988,Unspecified,n/a,High Net Worth,N,No,8
101,Goran,Kwietek,Male,83,12/29/1975,Nurse Practicioner,Manufacturing,High Net Worth,N,No,11
1729,Alla,Kyles,Female,37,11/16/1987,Mechanical Systems Engineer,Argiculture,High Net Worth,N,No,7
3917,Artemas,Kyncl,Male,79,12/26/1997,Chemical Engineer,Manufacturing,Mass Customer,N,No,4
3170,Bethanne,Kytter,Female,67,1/26/1968,Nurse Practicioner,Entertainment,Mass Customer,N,No,11
1079,Dennie,L' Anglois,Male,70,1/3/1978,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18
3305,Neddy,La Grange,Male,25,2/16/1977,Senior Developer,Health,Mass Customer,N,Yes,11
2755,Karen,La Wille,Female,66,7/28/1999,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,1
2152,Junina,Labone,Female,40,11/5/1968,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19
1313,Hughie,Laboune,Male,59,2/9/1986,Analyst Programmer,Property,Mass Customer,N,No,22
2336,Karney,Labrone,Male,59,1/19/1978,Dental Hygienist,Health,Affluent Customer,N,No,17
2246,Giraldo,Lacer,Male,16,1/24/1979,Database Administrator III,n/a,Mass Customer,N,Yes,13
3381,Bruce,Lackie,Male,26,11/20/1993,Computer Systems Analyst IV,n/a,Mass Customer,N,No,4
3406,Lucy,Lackmann,Female,35,4/28/1979,Business Systems Development Analyst,IT,Mass Customer,N,Yes,10
468,Valeria,Ladyman,Female,11,1/19/1974,Software Test Engineer I,Property,High Net Worth,N,Yes,8
403,Easter,Laffoley-Lane,Female,40,10/17/1975,Graphic Designer,n/a,Mass Customer,N,Yes,17
1881,Gherardo,Lahy,Male,61,12/10/1957,Quality Control Specialist,n/a,Affluent Customer,N,Yes,12
2529,Ben,Laidler,Male,81,5/11/1954,Quality Engineer,Manufacturing,High Net Worth,N,Yes,10
2170,Dewitt,Laight,Male,27,4/27/1963,Geological Engineer,Manufacturing,Affluent Customer,N,No,6
2864,Mariejeanne,Laise,Female,36,12/26/1974,Analog Circuit Design manager,IT,Mass Customer,N,No,21
3349,Byram,Lamberts,Male,11,1/22/1981,Director of Sales,Argiculture,Affluent Customer,N,No,9
229,Vaughn,Lambis,Male,30,3/6/1966,Unspecified,Property,High Net Worth,N,No,19
2273,Rhetta,Lambrook,Female,71,8/4/1964,Assistant Professor,n/a,Mass Customer,N,Yes,9
622,Arri,Lamden,Male,18,10/18/1968,Unspecified,Financial Services,Mass Customer,N,No,17
1587,Kevan,Laminman,Male,17,8/16/1986,Software Test Engineer III,Entertainment,Affluent Customer,N,Yes,12
2478,Andreas,Lamke,Male,85,7/7/1966,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10
796,Ira,Lamlin,Female,8,5/27/1997,Financial Analyst,Financial Services,Mass Customer,N,No,2
1048,Braden,Lamming,Male,99,6/8/1976,Internal Auditor,n/a,Affluent Customer,N,No,15
884,Pepito,Lamming,Male,11,1/30/1978,Web Designer IV,Property,Mass Customer,N,No,17
3924,Perry,Lampert,Male,72,7/3/1976,Editor,Property,High Net Worth,N,Yes,10
1197,Isobel,Lampett,Female,44,10/16/1997,Professor,Financial Services,High Net Worth,N,Yes,5
2624,Winfield,Lampitt,Male,37,7/8/1964,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11
2269,Beitris,Lamy,Female,33,11/11/1989,Product Engineer,n/a,Mass Customer,N,No,9
1486,Dag,Landell,Male,14,8/7/1978,Geological Engineer,Manufacturing,Mass Customer,N,No,10
2231,Rasla,Landreth,Female,68,9/25/1959,Accounting Assistant II,n/a,Mass Customer,N,No,13
1463,Willie,Landsberg,Male,53,4/18/1965,Chief Design Engineer,Property,High Net Worth,N,Yes,18
2503,Devlin,Laneham,Male,80,7/16/1967,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,10
1826,Jareb,Langcaster,Male,33,1/10/1961,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7
87,Fields,Langdon,Male,78,4/23/1974,Editor,Financial Services,Mass Customer,N,No,8
1051,Xylia,Lange,Female,34,9/29/1977,Help Desk Technician,Property,High Net Worth,N,Yes,14
620,Willy,Langley,Female,54,3/26/1973,Financial Analyst,Financial Services,Mass Customer,N,Yes,5
2725,Sibylla,Langmuir,Female,20,6/19/1965,Senior Quality Engineer,Property,Affluent Customer,N,No,11
1270,Cullen,Langshaw,Male,72,2/27/1983,Paralegal,Financial Services,Affluent Customer,N,No,10
694,Lilith,Lanning,Female,66,12/28/1968,Media Manager III,Health,Mass Customer,N,No,13
3158,Korey,Lansbury,Male,27,5/2/1970,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12
3469,Arabele,Lantoph,Female,90,8/24/1987,Nurse Practicioner,Health,Mass Customer,N,Yes,5
2314,Ravid,Lapenna,Male,59,12/22/1993,Registered Nurse,Health,High Net Worth,N,Yes,7
1900,Noland,Larder,Male,67,8/15/1980,Safety Technician II,Financial Services,Affluent Customer,N,Yes,19
222,Nev,Larive,Male,89,9/3/1978,Clinical Specialist,Health,Mass Customer,N,No,16
1728,Pryce,Larner,Male,41,5/4/1977,Paralegal,Financial Services,Affluent Customer,N,No,22
779,Maddy,Larrat,Female,1,2/10/1992,Staff Accountant III,Health,High Net Worth,N,No,7
316,Genni,Larway,Female,72,6/1/1976,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10
1689,Teodor,Larwell,Male,48,6/18/1995,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,4
3708,Lois,Laskey,Female,72,5/15/1963,Cost Accountant,Financial Services,Mass Customer,N,No,19
1200,Hedda,Lathom,Female,38,4/30/1974,Librarian,Entertainment,High Net Worth,N,No,18
1413,Vi,Lauga,Female,47,4/24/1998,Administrative Assistant II,Financial Services,Mass Customer,N,No,3
1909,Drucill,Laurand,Female,32,12/11/1984,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13
2135,Teador,Laurant,Male,97,9/18/1980,Structural Engineer,n/a,Mass Customer,N,Yes,15
756,Carin,Lauthian,Female,65,9/25/1974,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16
1665,Witty,Lauthian,Male,48,11/18/1977,Quality Engineer,Telecommunications,Mass Customer,N,No,11
2012,Maisey,Lavell,Female,55,9/7/1972,Health Coach I,Health,High Net Worth,N,No,4
2791,Dew,Lavrinov,Male,72,4/12/1988,Financial Advisor,Financial Services,Mass Customer,N,No,3
899,Teodora,Lawling,Female,42,8/5/1963,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12
2626,Gerome,Lawrenz,Male,42,10/24/1998,Account Coordinator,Property,Affluent Customer,N,Yes,4
1894,Patten,Laytham,Male,86,4/1/1976,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,17
2928,Cedric,Layzell,Male,92,12/27/1992,Office Assistant I,n/a,Mass Customer,N,No,5
686,Hallie,Le feaver,Female,60,7/17/1954,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,5
1797,Basile,Le Floch,Male,49,5/16/1974,Assistant Professor,n/a,Mass Customer,N,No,8
3327,Roma,Le Gallo,Male,84,2/2/1973,Teacher,Manufacturing,Mass Customer,N,No,15
3124,Anastasie,Le Grand,Female,73,2/3/1981,Account Executive,Retail,High Net Worth,N,Yes,9
3688,Fritz,Le Merchant,Male,87,4/27/1994,General Manager,IT,Affluent Customer,N,Yes,5
2875,Keven,Leahair,Male,71,10/23/1998,Financial Analyst,Financial Services,High Net Worth,N,No,2
3329,Karissa,Leal,Female,97,8/6/1974,Unspecified,n/a,High Net Worth,N,No,13
443,Lauree,Leason,Female,21,3/26/1972,Unspecified,Argiculture,High Net Worth,N,Yes,10
656,Marty,Lebreton,Female,80,11/17/1978,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8
638,Joey,Ledram,Male,19,4/29/1967,Unspecified,Manufacturing,High Net Worth,N,No,13
1310,Keane,Leebeter,Male,38,12/20/1986,Geological Engineer,Manufacturing,High Net Worth,N,Yes,13
420,Clem,Leek,Male,93,7/5/1958,Help Desk Operator,Entertainment,High Net Worth,N,No,7
3477,Jaquelin,Leek,Female,90,1/24/1996,Senior Developer,Financial Services,Affluent Customer,N,Yes,7
3811,Etta,Leele,Female,60,3/19/1997,Unspecified,Financial Services,High Net Worth,N,No,4
2681,Liza,LeEstut,Female,78,9/15/1974,Programmer Analyst III,Manufacturing,Affluent Customer,N,Yes,18
3249,Cortney,Leet,Female,46,8/23/1981,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,14
1464,Mac,Leguay,Male,20,10/3/1984,Office Assistant II,n/a,Affluent Customer,N,Yes,10
3294,Juditha,Leidl,Female,90,6/26/1986,Director of Sales,Manufacturing,Affluent Customer,N,No,6
263,Tonia,Leigh,Female,89,11/19/1985,Dental Hygienist,Health,High Net Worth,N,No,7
2192,Hubie,Leipold,Male,93,8/27/1966,Staff Accountant II,n/a,Mass Customer,N,No,14
536,Jannelle,Leist,Female,64,4/7/1959,Recruiting Manager,Manufacturing,Affluent Customer,N,No,16
2611,Aeriel,Lejeune,Female,36,2/18/1991,Tax Accountant,Financial Services,Affluent Customer,N,No,9
2146,Timmie,Lenden,Male,75,1/25/1967,Unspecified,n/a,Mass Customer,N,No,13
298,Maurise,Lenglet,Male,69,8/15/1956,Engineer I,Manufacturing,High Net Worth,N,No,9
2284,Ola,Lenoir,Female,83,2/16/1974,Staff Accountant IV,Telecommunications,High Net Worth,N,No,14
3262,Maynord,L'Episcopi,Male,65,10/14/1959,Product Engineer,Entertainment,Mass Customer,N,No,12
2070,Tiphany,Leppington,Female,0,12/5/1981,Recruiting Manager,n/a,Mass Customer,N,No,8
3101,Paxton,Lermit,Male,68,8/27/1987,Geological Engineer,Manufacturing,High Net Worth,N,No,12
971,Sarge,Lerohan,Male,11,10/25/1988,Geologist I,Manufacturing,High Net Worth,N,No,22
1352,Jerald,Lesly,Male,53,12/28/1954,Electrical Engineer,Manufacturing,High Net Worth,N,No,18
1629,Edsel,Lester,Male,46,8/21/1974,VP Accounting,Financial Services,Mass Customer,N,No,14
3113,Wenonah,Lethabridge,Female,52,12/6/1969,Teacher,Property,Mass Customer,N,Yes,18
769,Cameron,Letherbury,Male,65,12/28/1961,Analog Circuit Design manager,IT,Mass Customer,N,No,12
3156,Bearnard,Letixier,Male,23,9/28/1976,Unspecified,Financial Services,Mass Customer,N,No,4
2384,Garey,Letrange,Male,96,7/16/1961,Operator,Health,High Net Worth,N,Yes,6
226,Bondie,Letty,Male,96,11/11/1977,Database Administrator IV,Manufacturing,Mass Customer,N,No,20
2542,Amanda,Leverington,Female,43,3/11/1966,Accounting Assistant I,Property,Affluent Customer,N,Yes,12
3127,Tucker,Lewsley,Male,39,1/31/1971,Research Nurse,Health,Mass Customer,N,No,10
2106,Antons,Ley,Male,91,3/19/1970,Project Manager,Financial Services,High Net Worth,N,Yes,13
3563,De,Leyband,Female,70,3/12/1990,Unspecified,Financial Services,Affluent Customer,N,No,10
999,Dido,Leyburn,Female,12,4/10/1988,Recruiting Manager,n/a,High Net Worth,N,No,4
3910,Hall,Leyfield,Male,38,9/10/1980,VP Sales,IT,Mass Customer,N,No,10
1695,Blanch,Leyshon,Female,11,5/18/1991,Environmental Specialist,n/a,High Net Worth,N,Yes,4
2213,Jesse,Leyshon,Female,70,5/7/1996,Legal Assistant,n/a,Affluent Customer,N,Yes,6
2458,Leilah,Liddel,Female,73,4/20/1964,Media Manager II,Manufacturing,High Net Worth,N,Yes,5
903,Hewe,Lidgley,Male,46,7/3/1961,Unspecified,Financial Services,Mass Customer,N,No,14
1973,Fanni,Liffe,Female,52,1/11/1980,Media Manager IV,Financial Services,High Net Worth,N,No,5
309,Maurizia,Ligerton,Female,53,10/2/1974,Clinical Specialist,Health,Mass Customer,N,Yes,21
3843,Mahmoud,Ligerton,Male,0,6/6/1989,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,16
2513,Rustie,Ligoe,Male,55,7/31/1978,Structural Analysis Engineer,Property,Mass Customer,N,No,12
9,Mala,Lind,Female,97,3/10/1973,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8
2846,Bryana,Lindell,Female,66,8/15/1970,Nurse,Property,Mass Customer,N,No,14
1317,Barrett,Lindley,Male,2,1/18/1973,General Manager,Retail,Mass Customer,N,Yes,5
2077,Tobe,Lindroos,Female,67,2/26/1992,Cost Accountant,Financial Services,Mass Customer,N,Yes,7
1630,Sonni,Lindstedt,Female,63,9/16/1984,Professor,Manufacturing,Mass Customer,N,No,16
2801,Danella,Lines,Female,15,1/26/1965,Unspecified,Health,Mass Customer,N,No,10
2364,Fielding,Linklater,Male,19,9/22/1995,Speech Pathologist,n/a,Mass Customer,N,Yes,13
3220,Hunt,Linn,Male,53,7/26/1972,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11
801,Bertram,Linn,Male,28,10/8/1980,Geologist IV,n/a,Affluent Customer,N,No,20
875,Caryl,Linnett,Male,34,2/23/1999,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2
966,Krystyna,Linning,Female,70,11/5/1978,Speech Pathologist,Retail,High Net Worth,N,Yes,5
2125,Laurene,Linstead,Female,9,1/27/1975,VP Quality Control,Financial Services,High Net Worth,N,No,18
2492,Gayelord,Lipman,Male,35,2/1/1974,Design Engineer,Manufacturing,High Net Worth,N,No,9
2385,Gaultiero,Lissenden,Male,70,12/17/1958,Dental Hygienist,Health,Mass Customer,N,No,8
1761,Kassi,List,Female,96,8/29/1974,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14
1218,Marlie,Lister,Female,12,1/9/1982,Unspecified,n/a,Mass Customer,N,Yes,7
2534,Estelle,Lithgow,Female,70,6/21/1965,Research Associate,Manufacturing,Affluent Customer,N,Yes,12
289,Modestia,Lithgow,Female,43,4/12/1970,Clinical Specialist,Health,High Net Worth,N,No,10
2656,Halli,Littledike,Female,80,5/2/1959,Statistician III,n/a,Mass Customer,N,Yes,10
338,Hilliary,Littrell,Female,33,3/14/1958,Unspecified,Health,Mass Customer,N,No,19
2500,Micky,Livings,Female,35,12/18/1957,Senior Developer,Property,High Net Worth,N,Yes,17
855,Bennie,Llywarch,Female,74,10/26/1974,General Manager,Retail,High Net Worth,N,Yes,16
516,Craggy,Loadsman,Male,23,1/7/1958,Environmental Tech,Financial Services,Mass Customer,N,No,20
2770,Olvan,Loadwick,Male,24,1/30/1977,VP Quality Control,Manufacturing,High Net Worth,N,Yes,13
3352,Fredek,Lobley,Male,14,12/28/1994,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,1
1818,Katha,Lockhurst,Female,64,4/1/1967,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,11
3744,Franchot,Loeber,Male,57,1/5/1981,Unspecified,Financial Services,Mass Customer,N,Yes,9
863,Kessiah,Logg,Female,19,9/10/1961,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5
1895,Leese,Lohan,Female,53,9/2/1975,Technical Writer,Manufacturing,Mass Customer,N,No,15
1261,Candice,Lohde,Female,61,2/16/1971,Legal Assistant,Manufacturing,Mass Customer,N,No,4
933,Melany,L'oiseau,Female,75,5/19/1996,Help Desk Operator,Retail,Mass Customer,N,Yes,5
2371,Rory,Lokier,Female,22,11/18/1966,Staff Scientist,Manufacturing,High Net Worth,N,Yes,8
3765,Bobbe,Lomaz,Female,20,6/1/1963,Automation Specialist IV,Property,Mass Customer,N,No,18
1029,Forbes,Londors,Male,71,2/15/1997,VP Sales,n/a,Mass Customer,N,No,4
1869,Neda,Longfellow,Female,73,10/19/1977,Geologist IV,Financial Services,High Net Worth,N,Yes,9
1128,Kirsten,Longman,Female,47,4/12/1992,Financial Advisor,Financial Services,Mass Customer,N,Yes,8
1985,Chrysler,Longstaffe,Female,1,12/2/1978,Computer Systems Analyst I,n/a,Mass Customer,N,Yes,16
2809,Jenilee,Lonsbrough,Female,44,8/11/1969,Statistician IV,Retail,Mass Customer,N,No,10
1650,Raphaela,Looby,Female,44,5/3/1980,Tax Accountant,n/a,High Net Worth,N,No,16
3398,Alberik,Looks,Male,69,7/1/1971,Unspecified,n/a,High Net Worth,N,Yes,7
1666,Launce,Lording,Male,73,4/2/1977,Recruiting Manager,n/a,Mass Customer,N,No,14
3451,Ruprecht,Loreit,Male,88,5/1/1970,Sales Associate,n/a,High Net Worth,N,No,10
2794,Megen,Lorenc,Female,41,11/6/1975,Social Worker,Health,Mass Customer,N,Yes,18
2688,Shelden,Lorent,Male,53,5/18/1977,Database Administrator III,Property,Mass Customer,N,No,13
718,Cathe,Lorriman,Female,38,2/18/1978,Engineer I,Manufacturing,Mass Customer,N,Yes,7
2368,Rowe,Losbie,Female,98,1/22/1993,Chemical Engineer,Manufacturing,Mass Customer,N,No,10
1153,Mirilla,Lothlorien,Female,53,1/17/1995,Desktop Support Technician,Health,Mass Customer,N,Yes,3
934,Marcellus,Louisot,Male,76,1/22/1996,Human Resources Manager,Manufacturing,Mass Customer,N,No,6
2200,Teodoor,Lovelace,Male,23,7/13/1986,Community Outreach Specialist,n/a,Affluent Customer,N,Yes,16
3552,Ebeneser,Lowde,Male,33,9/7/1992,Internal Auditor,Retail,Affluent Customer,N,Yes,9
2510,Nealson,Lowdham,Male,43,4/10/1973,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,7
2386,Adrianne,Lowerson,Female,93,7/6/1997,Compensation Analyst,Financial Services,Mass Customer,N,No,2
3533,Neale,Lowings,Male,62,2/14/1981,Unspecified,Financial Services,Affluent Customer,N,Yes,8
1138,Elli,Loxdale,Female,77,9/21/1991,Statistician I,Retail,Mass Customer,N,Yes,5
3792,Ingunna,Loxston,Female,81,4/16/1976,VP Marketing,Financial Services,Affluent Customer,N,Yes,5
3116,Correy,Loynes,Male,16,6/29/1978,Unspecified,Health,Mass Customer,N,No,7
3921,Gaby,Lozano,Female,93,3/9/1976,Mechanical Systems Engineer,Manufacturing,High Net Worth,N,No,10
3604,Findlay,Lubman,Male,3,4/9/1971,VP Quality Control,Health,High Net Worth,N,Yes,9
1485,Meredeth,Luck,Male,50,8/2/1969,Food Chemist,Health,Mass Customer,N,Yes,6
549,Abrahan,Luckman,Male,84,6/15/1985,Human Resources Manager,Retail,Mass Customer,N,Yes,2
904,Kariotta,Ludman,Female,51,5/6/1974,Database Administrator II,n/a,High Net Worth,N,Yes,11
3485,Berthe,Ludwell,Female,11,5/21/1981,Account Representative II,Financial Services,High Net Worth,N,Yes,9
3051,Edi,Lugton,Female,81,6/6/1973,Unspecified,Manufacturing,Affluent Customer,N,Yes,7
3021,Parker,Lukacs,Male,4,1/18/1983,Unspecified,n/a,Mass Customer,N,No,9
